Corner,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,temperature,vcontrol,vdd,Pass/Fail,Frequency
C0_97,sf,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,1.8,1.82,,1.527e9
C0_133,sf,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,1.8,1.82,,1.527e9
C0_88,fs,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,1.8,1.82,,1.542e9
C0_124,fs,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,1.8,1.82,,1.542e9
C0_90,sf,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,1.8,1.78,,1.545e9
C0_126,sf,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,1.8,1.78,,1.545e9
C0_81,fs,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,1.8,1.78,,1.547e9
C0_117,fs,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,1.8,1.78,,1.547e9
C0_19,sf,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,1.8,1.78,,1.554e9
C0_55,sf,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,1.8,1.78,,1.554e9
C0_93,sf,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,1.8,1.8,,1.561e9
C0_129,sf,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,1.8,1.8,,1.561e9
C0_10,fs,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,1.8,1.78,,1.561e9
C0_46,fs,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,1.8,1.78,,1.561e9
C0_84,fs,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,1.8,1.8,,1.566e9
C0_120,fs,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,1.8,1.8,,1.566e9
C0_22,sf,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,1.8,1.8,,1.57e9
C0_58,sf,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,1.8,1.8,,1.57e9
C0_96,sf,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,1.8,1.82,,1.575e9
C0_132,sf,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,1.8,1.82,,1.575e9
C0_13,fs,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,1.8,1.8,,1.579e9
C0_49,fs,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,1.8,1.8,,1.579e9
C0_87,fs,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,1.8,1.82,,1.585e9
C0_123,fs,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,1.8,1.82,,1.585e9
C0_25,sf,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,1.8,1.82,,1.585e9
C0_61,sf,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,1.8,1.82,,1.585e9
C0_16,fs,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,1.8,1.82,,1.598e9
C0_52,fs,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,1.8,1.82,,1.598e9
C0_18,sf,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,1.8,1.78,,1.608e9
C0_54,sf,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,1.8,1.78,,1.608e9
C0_9,fs,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,1.8,1.78,,1.612e9
C0_45,fs,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,1.8,1.78,,1.612e9
C0_21,sf,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,1.8,1.8,,1.625e9
C0_57,sf,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,1.8,1.8,,1.625e9
C0_12,fs,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,1.8,1.8,,1.632e9
C0_48,fs,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,1.8,1.8,,1.632e9
C0_24,sf,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,1.8,1.82,,1.641e9
C0_60,sf,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,1.8,1.82,,1.641e9
C0_15,fs,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,1.8,1.82,,1.652e9
C0_51,fs,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,1.8,1.82,,1.652e9
C0_74,ff,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,80,1.8,1.78,,1.654e9
C0_110,ff,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,80,1.8,1.78,,1.654e9
C0_77,ff,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,80,1.8,1.8,,1.667e9
C0_113,ff,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,80,1.8,1.8,,1.667e9
C0_80,ff,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,80,1.8,1.82,,1.677e9
C0_116,ff,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,80,1.8,1.82,,1.677e9
C0_2,ff,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,80,1.8,1.78,,1.732e9
C0_38,ff,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,80,1.8,1.78,,1.732e9
C0_5,ff,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,80,1.8,1.8,,1.748e9
C0_41,ff,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,80,1.8,1.8,,1.748e9
C0_8,ff,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,80,1.8,1.82,,1.762e9
C0_44,ff,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,80,1.8,1.82,,1.762e9
C0_73,ff,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,1.8,1.78,,1.773e9
C0_109,ff,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,1.8,1.78,,1.773e9
C0_76,ff,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,1.8,1.8,,1.782e9
C0_112,ff,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,1.8,1.8,,1.782e9
C0_79,ff,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,1.8,1.82,,1.789e9
C0_115,ff,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,1.8,1.82,,1.789e9
C0_72,ff,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,1.8,1.78,,1.832e9
C0_108,ff,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,1.8,1.78,,1.832e9
C0_1,ff,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,1.8,1.78,,1.84e9
C0_37,ff,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,1.8,1.78,,1.84e9
C0_75,ff,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,1.8,1.8,,1.844e9
C0_111,ff,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,1.8,1.8,,1.844e9
C0_4,ff,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,1.8,1.8,,1.853e9
C0_40,ff,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,1.8,1.8,,1.853e9
C0_78,ff,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,1.8,1.82,,1.853e9
C0_114,ff,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,1.8,1.82,,1.853e9
C0_7,ff,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,1.8,1.82,,1.865e9
C0_43,ff,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,1.8,1.82,,1.865e9
C0_0,ff,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,1.8,1.78,,1.91e9
C0_36,ff,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,1.8,1.78,,1.91e9
C0_3,ff,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,1.8,1.8,,1.924e9
C0_39,ff,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,1.8,1.8,,1.924e9
C0_6,ff,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,1.8,1.82,,1.936e9
C0_42,ff,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,1.8,1.82,,1.936e9

